price,cost,sales,profit_margin,inventory,discount_percentage,delivery_days,category,material,color,location,season,store_type,brand,revenue
65.4748345,54.89204376,34,16.16314241,165,7.416153568,9,Desk,Plastic,White,Rural,Fall,Retail,BrandC,4361.671546
459.1941809,342.3024659,41,25.45583543,46,29.88266182,6,Table,Wood,Black,Suburban,Winter,Retail,BrandB,12366.99445
166.4509917,89.12483286,10,46.45581144,56,3.101340216,4,Bed,Wood,Blue,Urban,Summer,Online,BrandA,4207.972705
348.135028,241.9716424,17,30.49488761,49,5.419880967,1,Desk,Fabric,Blue,Suburban,Summer,Retail,BrandA,5613.495147
190.2699842,101.0447272,17,46.89402661,70,3.90078767,1,Desk,Plastic,Brown,Rural,Fall,Retail,BrandD,2868.091036
284.0306095,188.317183,3,33.69827876,142,9.829648911,5,Sofa,Plastic,White,Suburban,Spring,Online,BrandD,-3633.489373
296.0196257,196.2144171,31,33.71574043,145,6.305275057,3,Desk,Metal,Blue,Suburban,Fall,Retail,BrandD,9457.812111
133.184505,70.10884786,1,47.35960623,81,14.93063879,5,Bed,Glass,Red,Suburban,Fall,Online,BrandB,-2776.278422
486.3130825,311.0109369,12,36.04717864,115,14.28062121,5,Desk,Metal,White,Urban,Summer,Retail,BrandC,9350.783462
398.8097705,217.1117358,39,45.56007605,104,27.04516858,1,Bed,Metal,Red,Suburban,Winter,Retail,BrandC,7131.087513
472.7745237,389.2324684,4,17.6705916,87,1.042198423,8,Bed,Glass,Green,Rural,Winter,Online,BrandD,3215.587718
452.6723077,397.9330041,42,12.09247896,1,9.5963873,5,Chair,Fabric,Black,Suburban,Spring,Online,BrandC,15884.63338
319.0549905,168.7566682,13,47.10734099,103,17.89973676,5,Sofa,Fabric,Blue,Suburban,Summer,Online,BrandA,4736.892708
464.8434058,410.0133052,34,11.79539171,83,18.14405286,9,Table,Glass,White,Suburban,Summer,Retail,BrandA,12645.56475
89.82162592,63.68628489,42,29.09693603,42,14.40378687,8,Chair,Glass,Red,Urban,Fall,Retail,BrandD,-860.8870164
138.1922881,85.65521063,21,38.01737288,153,24.46996622,1,Table,Plastic,Black,Rural,Summer,Retail,BrandD,7660.836637
70.35228001,37.3391089,22,46.92551699,70,1.881665142,3,Bed,Plastic,Black,Suburban,Fall,Retail,BrandD,-2917.21756
196.3986488,137.5280964,4,29.97502928,165,24.46463297,7,Chair,Plastic,Blue,Rural,Spring,Online,BrandC,3806.273207
224.9047804,183.9285278,18,18.21937822,93,14.84262721,1,Desk,Plastic,Black,Rural,Summer,Online,BrandB,-5044.485258
172.1070643,134.7313633,5,21.71654091,41,4.012820852,1,Desk,Wood,Blue,Urban,Summer,Online,BrandD,-618.6064821
422.9318791,219.9628121,19,47.99095954,132,26.57105741,5,Table,Wood,Green,Rural,Fall,Online,BrandC,13546.46435
210.538997,111.4089702,2,47.08392659,138,19.47686339,9,Bed,Fabric,Blue,Suburban,Summer,Online,BrandD,-1038.177118
176.4205294,116.6403118,12,33.88506869,64,4.906370605,6,Table,Wood,Brown,Urban,Winter,Retail,BrandB,2495.540318
294.2132374,181.8579676,17,38.18838024,33,1.009491702,2,Sofa,Wood,Red,Urban,Spring,Retail,BrandD,12964.18791
113.4159012,67.25038159,10,40.70462708,119,4.23328945,9,Desk,Plastic,Brown,Rural,Winter,Online,BrandA,372.0315388
410.9886413,251.6901836,34,38.75982004,0,18.26393881,6,Chair,Plastic,Black,Urban,Fall,Retail,BrandD,12716.51233
83.54778966,68.62557772,6,17.86069027,129,5.378887058,5,Chair,Glass,Black,Rural,Fall,Retail,BrandA,3497.517513
494.0991215,430.7018667,8,12.83087785,147,6.772892246,5,Chair,Plastic,Black,Rural,Fall,Retail,BrandA,-3213.388677
397.5101462,263.1680456,11,33.79589222,60,0.754191773,3,Desk,Glass,Blue,Urban,Spring,Online,BrandC,1912.074475
139.4220567,120.2437721,12,13.75555991,148,21.68792017,6,Bed,Glass,White,Suburban,Summer,Retail,BrandC,1959.565084
52.48495271,32.99195102,9,37.14017195,87,24.31093199,4,Desk,Wood,Blue,Rural,Winter,Online,BrandA,-7621.761556
416.9576428,287.9404385,2,30.94252055,67,23.9054453,2,Desk,Plastic,Red,Urban,Summer,Retail,BrandA,7483.586849
368.0858047,217.3221286,8,40.95884009,126,3.827044541,3,Chair,Wood,Blue,Urban,Fall,Retail,BrandD,6614.064717
378.0532256,285.8802263,11,24.38095831,139,27.09903382,9,Desk,Plastic,Black,Rural,Summer,Online,BrandD,6069.066796
397.071656,354.026089,36,10.84075539,21,20.16836488,9,Chair,Wood,Green,Rural,Spring,Online,BrandA,18011.57888
83.32009328,61.77328706,10,25.86027616,147,26.92585867,6,Bed,Wood,Red,Rural,Fall,Online,BrandC,4225.084329
211.3095778,135.8986061,21,35.68743664,81,13.41481514,9,Sofa,Wood,Brown,Rural,Summer,Online,BrandD,2692.766548
102.1410768,77.53804699,20,24.08730216,128,13.10864583,4,Chair,Fabric,Green,Suburban,Winter,Retail,BrandD,-6386.182651
438.3965416,240.753471,48,45.08317286,29,23.53609556,5,Table,Wood,Red,Suburban,Fall,Online,BrandD,12684.2659
330.4841571,282.7171774,8,14.45363679,125,2.798935664,6,Sofa,Metal,Red,Suburban,Fall,Online,BrandC,-691.3137203
198.9041112,139.478242,36,29.87664197,96,15.6262211,9,Bed,Metal,Black,Suburban,Spring,Retail,BrandA,9135.566491
78.60125763,53.42841075,29,32.02601032,23,25.09152707,5,Sofa,Metal,Brown,Urban,Spring,Retail,BrandD,2111.963177
189.9420448,139.4831647,42,26.56540846,13,24.90577689,8,Chair,Glass,Blue,Rural,Winter,Retail,BrandC,-1836.674691
196.3324949,147.2323973,12,25.00864549,35,28.68398569,1,Bed,Wood,Brown,Urban,Summer,Online,BrandC,6005.858578
378.3227803,200.0231592,14,47.12896775,196,20.94817781,5,Table,Metal,Black,Urban,Summer,Online,BrandC,10833.81468
336.9008621,260.4401632,48,22.69531115,23,6.233118883,1,Chair,Glass,Black,Suburban,Fall,Retail,BrandC,22540.96345
449.2457342,268.0975772,21,40.32273279,187,0.608409447,6,Chair,Metal,Black,Urban,Fall,Retail,BrandD,3727.123687
262.4967163,206.2124468,22,21.4418947,94,14.38247396,7,Bed,Plastic,Green,Suburban,Summer,Retail,BrandA,6552.201441
103.8174107,86.06607835,21,17.09860822,54,15.41111597,5,Bed,Fabric,Brown,Rural,Summer,Online,BrandA,-3187.673544
370.9601543,304.7747059,44,17.8416597,23,7.207877535,1,Sofa,Wood,Brown,Suburban,Summer,Retail,BrandC,24841.68273
392.3532719,282.8868609,30,27.8999613,151,3.740923414,6,Table,Fabric,Red,Rural,Fall,Online,BrandA,11483.15683
302.5747389,214.2434772,39,29.19320431,181,17.58624499,5,Sofa,Fabric,White,Suburban,Spring,Online,BrandD,7874.232695
396.935231,221.1526166,20,44.28496155,25,22.92767022,6,Sofa,Plastic,Blue,Urban,Spring,Retail,BrandA,3347.469841
272.2080184,220.5261848,24,18.98615398,193,29.79462311,7,Chair,Plastic,Black,Urban,Winter,Online,BrandA,6256.68761
285.2297732,173.580501,23,39.14362478,79,22.74907852,7,Bed,Plastic,Brown,Suburban,Summer,Online,BrandB,7645.951952
242.3934583,169.3550176,7,30.13218309,165,23.80897243,2,Chair,Glass,Brown,Rural,Summer,Online,BrandA,-6947.510551
61.43860703,37.70546523,9,38.62903628,64,18.49382635,3,Table,Metal,Red,Rural,Summer,Online,BrandA,7435.005785
98.55114215,54.55114628,1,44.64686548,74,29.57767977,6,Sofa,Wood,Blue,Suburban,Winter,Online,BrandC,2423.967319
64.14313356,48.22428815,26,24.81769212,178,19.19869155,3,Table,Plastic,White,Urban,Summer,Online,BrandC,8291.662842
336.3846851,175.5029283,38,47.82671861,162,25.80759859,2,Bed,Wood,White,Rural,Spring,Retail,BrandB,18037.26455
191.4601915,153.0643997,38,20.05419063,42,28.37353939,4,Bed,Wood,Black,Suburban,Summer,Online,BrandD,4714.102582
278.856811,174.8529019,44,37.29652819,28,27.89575502,5,Desk,Wood,White,Rural,Winter,Retail,BrandB,13131.50961
458.4049133,229.2271542,22,49.99461228,164,11.44246031,9,Table,Plastic,White,Urban,Fall,Online,BrandA,6052.029339
162.1815031,114.2490284,44,29.55483443,80,2.359861749,3,Chair,Plastic,Blue,Rural,Fall,Retail,BrandA,4628.999014
234.6723154,121.734096,10,48.12592366,185,5.156211076,3,Table,Metal,Blue,Suburban,Spring,Retail,BrandD,10087.61432
389.9980123,238.0812376,6,38.95321769,53,1.776699162,6,Sofa,Plastic,Black,Rural,Spring,Retail,BrandD,-1397.105224
152.9591745,119.7350032,17,21.7209405,38,3.161908045,5,Bed,Plastic,Brown,Rural,Spring,Online,BrandC,3500.430438
84.64095942,44.4429236,38,47.49241514,41,5.539537377,6,Bed,Wood,Red,Urban,Fall,Online,BrandA,-1500.598247
180.3881538,150.7567653,24,16.42646031,155,10.2328295,7,Table,Metal,Black,Urban,Summer,Online,BrandA,608.2776641
122.5495793,61.4620416,10,49.84720309,28,16.3061894,3,Table,Fabric,Green,Urban,Winter,Online,BrandA,-1499.939799
468.3639436,280.4233321,8,40.12704523,170,21.35046178,5,Table,Plastic,White,Urban,Winter,Online,BrandA,10182.65777
413.6541708,329.4183066,21,20.36383775,130,6.327820083,8,Sofa,Plastic,Red,Suburban,Summer,Online,BrandA,10705.89813
335.0316904,209.9000544,6,37.34919401,137,20.17567213,4,Sofa,Fabric,Brown,Rural,Fall,Retail,BrandA,5813.914884
442.1572656,239.0996167,21,45.92430448,186,21.12777224,2,Chair,Wood,Brown,Rural,Fall,Online,BrandA,-1710.588992
411.6524346,265.1426852,39,35.59064325,141,16.75867011,4,Table,Metal,Blue,Rural,Winter,Online,BrandA,13537.17567
133.9565265,81.46664142,24,39.18426854,174,27.10853609,2,Chair,Wood,Green,Rural,Spring,Online,BrandC,430.9556556
451.6515493,378.0706292,33,16.29152391,41,3.329844418,3,Desk,Glass,Brown,Suburban,Spring,Retail,BrandB,16869.81975
292.7040089,183.0392811,18,37.4660833,93,5.313643728,4,Sofa,Plastic,Green,Urban,Winter,Retail,BrandA,17021.34303
413.3480698,337.1155207,28,18.44270113,159,12.85994473,4,Bed,Glass,White,Rural,Winter,Retail,BrandC,-1867.420403
453.241085,388.3137819,32,14.32511421,31,3.801382057,9,Desk,Plastic,Blue,Rural,Summer,Retail,BrandA,15949.61882
193.1015637,130.0591107,12,32.64730322,169,16.98888431,6,Bed,Glass,Red,Urban,Summer,Online,BrandD,12947.4772
99.52336604,85.98592485,48,13.60227425,159,11.952014,9,Desk,Fabric,Blue,Urban,Summer,Online,BrandA,1657.220097
152.5708231,99.312502,42,34.90727784,25,8.537873836,4,Chair,Plastic,White,Rural,Summer,Retail,BrandB,6610.065057
242.1985049,214.4985929,27,11.43686334,114,5.099694391,9,Chair,Plastic,Brown,Urban,Summer,Retail,BrandC,9588.721917
418.1066447,223.9863397,10,46.42841902,128,10.06014715,9,Sofa,Glass,Green,Rural,Summer,Online,BrandD,-7019.008686
437.3287625,338.8456955,46,22.51922934,55,18.23878052,6,Bed,Metal,White,Rural,Spring,Retail,BrandD,17778.9268
53.12845874,37.05846092,42,30.24743838,121,17.27355633,5,Desk,Glass,Brown,Rural,Winter,Retail,BrandA,-2124.369703
279.8362862,183.3094239,32,34.49404778,105,4.908720006,3,Table,Plastic,Black,Rural,Fall,Retail,BrandB,18754.04096
237.8349514,179.1098753,42,24.69152485,129,3.747594322,5,Table,Plastic,Green,Rural,Summer,Retail,BrandB,8577.862181
149.9485147,117.1911875,26,21.84571633,80,0.800302878,3,Sofa,Metal,White,Rural,Spring,Online,BrandA,315.7590999
103.9394153,52.15111393,25,49.82546921,157,0.372767814,5,Bed,Wood,Red,Urban,Winter,Retail,BrandA,6821.957171
201.9268271,114.4483366,11,43.32187645,119,26.39431307,5,Table,Metal,Red,Suburban,Winter,Online,BrandC,4074.989487
474.3093668,372.4364517,23,21.47815797,198,1.35266568,2,Sofa,Wood,Brown,Suburban,Winter,Retail,BrandC,15241.2246
195.4413194,149.8163575,34,23.34458346,51,21.9366333,9,Sofa,Plastic,Brown,Rural,Summer,Retail,BrandA,14739.43371
283.4557798,251.2605894,40,11.35809979,90,26.15955289,7,Bed,Fabric,Red,Urban,Summer,Online,BrandA,5446.163949
366.3585315,294.7043407,23,19.55848839,136,2.941735457,6,Table,Fabric,Black,Rural,Fall,Online,BrandD,16773.54752
213.6333211,188.063353,29,11.96909169,21,13.08904271,5,Table,Glass,Blue,Urban,Summer,Retail,BrandB,14771.69235
487.3019372,380.5907076,31,21.89837994,33,28.8690895,4,Table,Metal,Red,Rural,Winter,Retail,BrandC,6902.786684
483.1012827,299.1464031,7,38.07791165,109,25.02415982,8,Chair,Metal,Brown,Rural,Winter,Retail,BrandA,-822.754221
163.3020331,88.53353897,40,45.78540311,48,14.69112096,2,Table,Fabric,Brown,Suburban,Spring,Online,BrandA,5808.557964
273.7618277,222.4943257,33,18.72704547,128,22.87713338,8,Desk,Wood,Black,Urban,Spring,Retail,BrandC,5969.001474
185.3952394,140.4664994,21,24.23403114,72,25.00132873,1,Chair,Metal,Red,Urban,Fall,Retail,BrandD,11465.19921
178.1782225,92.52339045,2,48.0725595,83,10.4408089,1,Chair,Wood,Black,Suburban,Spring,Online,BrandD,-4000.47357
66.59912631,42.89118174,18,35.59798136,52,26.76458751,3,Chair,Wood,Red,Suburban,Fall,Retail,BrandA,2101.228756
324.3039503,286.2695591,47,11.72800738,99,14.11419959,5,Chair,Wood,Blue,Suburban,Spring,Retail,BrandB,9263.526772
276.2055605,193.3882118,33,29.98395417,123,15.83422091,6,Sofa,Wood,White,Suburban,Winter,Retail,BrandB,8213.869265
73.16543806,49.24704575,37,32.69083456,167,29.99122913,4,Desk,Glass,Red,Urban,Summer,Online,BrandA,12603.71227
175.3909089,119.8059944,34,31.69201579,44,25.29908898,7,Bed,Glass,White,Urban,Summer,Retail,BrandC,13569.83888
458.7196487,267.6872683,20,41.64469104,195,10.85310017,7,Table,Fabric,Red,Suburban,Fall,Retail,BrandB,10071.31123
157.8028508,102.1746425,35,35.25171317,136,0.310367894,2,Chair,Glass,Blue,Rural,Summer,Retail,BrandC,8654.806253
115.2026924,74.64273934,18,35.20746976,104,18.78522221,2,Bed,Metal,Brown,Rural,Summer,Retail,BrandC,4041.559884
270.2537421,140.7865271,46,47.90579919,149,21.11740278,2,Sofa,Glass,White,Rural,Spring,Online,BrandC,8286.399599
493.5427043,398.3023134,24,19.29729486,145,19.5240807,2,Bed,Metal,Black,Rural,Winter,Retail,BrandD,19115.13437
158.9248722,105.9396015,8,33.33982272,105,29.03587053,9,Chair,Metal,Red,Urban,Summer,Retail,BrandB,7499.990344
352.4609963,292.145035,30,17.11280453,42,25.88913082,5,Desk,Wood,Brown,Urban,Winter,Retail,BrandD,9008.221054
392.7288269,329.9468826,44,15.98607996,166,13.4649508,8,Bed,Fabric,Red,Urban,Spring,Retail,BrandB,13869.08599
156.9368948,91.77632286,10,41.52023781,133,1.885724624,5,Chair,Wood,Black,Rural,Spring,Online,BrandA,779.9854935
377.6973569,288.1609475,23,23.70586071,47,14.28176309,5,Chair,Wood,Blue,Suburban,Summer,Retail,BrandC,9140.250969
215.5024097,148.4623516,49,31.10872783,125,20.6773206,1,Table,Glass,Green,Rural,Summer,Retail,BrandB,8200.933931
334.5376238,285.0470293,11,14.79373048,6,18.23129425,6,Table,Glass,Red,Urban,Spring,Online,BrandB,8706.563363
335.0883698,196.4610619,2,41.37037283,196,16.14411203,4,Desk,Metal,Black,Rural,Spring,Retail,BrandA,2957.117013
291.0986078,224.4734955,26,22.88747199,15,14.06456874,3,Table,Glass,Green,Suburban,Fall,Online,BrandD,1735.354027
90.63039652,67.34752459,36,25.68991511,128,8.812856191,6,Desk,Glass,Red,Suburban,Fall,Retail,BrandB,-2757.917188
425.886123,263.2489821,33,38.1879409,114,8.320402852,2,Sofa,Plastic,White,Rural,Winter,Online,BrandB,17838.86943
194.3510292,107.7949251,47,44.53596385,36,15.00694437,8,Sofa,Metal,Brown,Urban,Spring,Online,BrandD,1982.004787
133.9333297,101.877178,13,23.93440958,164,4.818094393,1,Table,Metal,Brown,Urban,Winter,Retail,BrandD,-85.80655359
68.3488137,54.36731088,40,20.45610167,124,10.22056271,9,Sofa,Plastic,Black,Urban,Spring,Online,BrandB,256.4033808
315.9018244,197.8338137,25,37.37490625,80,9.719378241,8,Bed,Metal,White,Rural,Winter,Online,BrandD,937.4831861
354.9039628,268.99344,4,24.20669584,191,17.61398405,1,Bed,Fabric,Blue,Urban,Fall,Retail,BrandA,2720.605623
57.46452302,37.81466516,42,34.1947637,61,2.000469011,9,Bed,Fabric,Green,Rural,Spring,Retail,BrandA,1746.151735
280.4418762,220.2261687,19,21.47172467,71,24.89006041,2,Sofa,Plastic,Black,Urban,Spring,Retail,BrandC,813.0759206
151.9230988,88.06771018,18,42.031389,188,16.87135141,3,Bed,Glass,Red,Suburban,Winter,Retail,BrandB,12699.18398
340.3277557,291.3498274,37,14.39139989,124,20.12480042,2,Desk,Fabric,Brown,Suburban,Winter,Retail,BrandA,-2096.676695
128.4648931,79.00126375,30,38.50361614,160,21.09281711,8,Chair,Plastic,Red,Urban,Summer,Retail,BrandA,-1275.782966
360.9219821,233.5578102,19,35.28856049,65,8.744524105,2,Table,Fabric,Green,Rural,Summer,Retail,BrandA,3374.121249
224.0309058,117.22121,23,47.67632192,29,14.11114702,2,Desk,Wood,White,Urban,Fall,Retail,BrandC,-2366.28211
471.5284949,256.7967217,16,45.53951151,19,28.68737868,1,Bed,Plastic,White,Rural,Spring,Retail,BrandD,16669.68777
111.8844249,79.02897735,1,29.36552389,187,23.00115714,7,Chair,Metal,Black,Suburban,Spring,Online,BrandC,11322.93426
203.479858,123.5198169,12,39.29629293,81,29.08670626,2,Table,Fabric,Black,Rural,Winter,Online,BrandC,-1690.766214
101.0630846,84.30602576,24,16.58079097,106,22.38763035,5,Desk,Metal,White,Urban,Fall,Online,BrandC,8226.1812
466.1121282,235.7955708,34,49.41226445,151,5.268004191,5,Table,Plastic,Black,Suburban,Spring,Online,BrandC,17995.65726
444.802709,289.8501784,8,34.83623805,131,1.936076515,3,Sofa,Fabric,White,Rural,Fall,Online,BrandB,11770.10237
166.0737325,105.4465599,18,36.50617813,36,17.3298431,3,Bed,Metal,Green,Rural,Summer,Online,BrandB,1935.257913
346.9928207,176.17903,48,49.22689476,131,10.73439839,3,Desk,Glass,Black,Suburban,Winter,Online,BrandA,17025.8136
417.7499901,229.656954,5,45.02526404,76,8.263737304,6,Desk,Glass,White,Urban,Spring,Retail,BrandC,8928.871253
299.8403652,199.5308909,26,33.454293,88,24.21632989,4,Chair,Wood,Black,Suburban,Winter,Online,BrandC,12155.95553
288.3427603,201.016954,30,30.28541662,145,11.00979801,3,Chair,Plastic,Red,Urban,Summer,Online,BrandA,8456.07804
158.8335309,105.1026727,13,33.82841011,87,9.510029092,2,Chair,Metal,Brown,Urban,Fall,Online,BrandD,-2844.407753
91.89624551,65.46459446,19,28.76249286,193,25.4996278,3,Table,Wood,Red,Rural,Fall,Online,BrandB,-2515.986713
453.7470911,334.8892521,29,26.194733,175,25.38862009,4,Bed,Plastic,Blue,Urban,Summer,Online,BrandC,571.9398808
455.1881257,229.4009451,3,49.60304715,32,10.69099913,6,Table,Glass,White,Urban,Summer,Retail,BrandD,5155.910232
334.8956558,229.617209,26,31.43619362,57,24.97496103,4,Bed,Metal,Blue,Suburban,Spring,Online,BrandD,7593.465234
202.563406,179.3495781,40,11.46003036,27,25.52335471,8,Desk,Fabric,White,Suburban,Spring,Online,BrandC,7480.815975
207.1443086,146.5779874,12,29.23870879,34,12.71791605,3,Table,Glass,Brown,Urban,Spring,Retail,BrandC,2043.767495
376.6800555,290.4266913,2,22.8983093,124,1.994193906,3,Table,Fabric,Black,Rural,Spring,Online,BrandD,-4978.412009
453.699617,283.4468136,11,37.52544568,137,0.047539334,3,Table,Fabric,White,Suburban,Spring,Retail,BrandB,6551.408861
449.1888909,363.661777,44,19.04034487,64,15.69877389,8,Sofa,Metal,Red,Rural,Fall,Retail,BrandB,19687.81197
400.9439956,324.4312887,28,19.08314072,41,10.3222648,4,Bed,Metal,Black,Suburban,Spring,Retail,BrandC,5726.734755
338.9142408,240.1269821,18,29.14815809,84,29.91395682,1,Bed,Fabric,Brown,Suburban,Summer,Online,BrandC,4133.82635
87.86298425,78.233687,13,10.95944707,136,23.17232999,2,Table,Wood,Red,Urban,Summer,Online,BrandA,-2364.203308
122.7329213,67.53011852,37,44.97799141,187,22.83826369,2,Sofa,Fabric,Black,Suburban,Spring,Retail,BrandA,2426.296174
454.3493848,230.2547569,22,49.3220934,110,28.65728305,3,Table,Fabric,White,Suburban,Summer,Online,BrandB,1454.197877
322.8930768,260.9180403,12,19.19367153,14,26.63173194,6,Bed,Metal,White,Rural,Winter,Online,BrandA,1501.824545
54.13867323,44.54866857,2,17.71377851,184,9.545624384,8,Desk,Plastic,Red,Suburban,Fall,Retail,BrandD,8234.871171
95.66219429,52.43081207,37,45.19171084,68,4.979616648,1,Sofa,Glass,Green,Suburban,Fall,Retail,BrandD,853.6800826
348.5757961,211.318197,7,39.37668668,104,22.37676795,9,Sofa,Metal,White,Rural,Spring,Online,BrandD,-1510.558443
52.27771273,26.50589533,26,49.29790547,149,11.34821681,1,Table,Wood,Green,Urban,Winter,Retail,BrandD,-1885.614358
122.3636231,75.53793329,26,38.26765557,63,14.19517955,2,Desk,Glass,Black,Urban,Spring,Retail,BrandC,1778.763959
296.9302052,240.2927727,24,19.07432504,40,18.91193194,3,Bed,Metal,Green,Suburban,Spring,Online,BrandD,14740.20586
361.352839,255.5430223,12,29.28157889,70,27.23618031,7,Chair,Metal,Red,Suburban,Summer,Online,BrandB,10183.7046
343.3825668,219.5032667,16,36.07617627,55,12.57263261,9,Bed,Plastic,Blue,Rural,Fall,Retail,BrandA,4086.265293
150.9211893,97.90192922,23,35.1304282,150,23.49950671,3,Bed,Wood,Blue,Urban,Winter,Online,BrandB,-558.6217065
370.4806496,185.4409217,40,49.94585497,24,8.050193738,8,Desk,Wood,Red,Urban,Summer,Online,BrandC,4821.348483
